"BLOCK","LOT","TAX.CLASS","SALE.PRICE","Year"
"1537","2216","2","252335",2003
"1537","2218","2","381519",2003
"1537","2219","2","251270",2003
"1537","2220","2","377614",2003
"1537","2221","2","247721",2003
"1537","2222","2","376550",2003
"1537","2224","2","447174",2003
"1537","2225","2","156512",2003
"1537","2226","2","266886",2003
"1537","2229","2","384359",2003
"1537","2230","2","253046",2003
"1537","2231","2","575000",2003
"1537","2231","2","380454",2003
"1537","2232","2","249497",2003
"1537","2234","4","19266",2003
"1537","2235","2","451434",2003
"1537","2237","2","269015",2003
"1537","2238","2","255175",2003
"1537","2239","2","131313",2003
"1537","2241","2","254819",2003
"1537","2244","2","382228",2003
"1537","2246","2","455692",2003
"1537","2249","2","256595",2003
"1537","2252","2","256595",2003
"1537","2254","2","412000",2003
"1537","2254","2","253046",2003
"1537","2255","2","385068",2003
"1537","2257","2","468824",2003
"1537","2259","2","282147",2003
"1537","2261","2","270000",2003
"1537","2261","2","133444",2003
"1537","2262","2","394521",2003
"1537","2263","2","258368",2003
"1537","2264","2","388972",2003
"1537","2265","2","254819",2003
"1537","2266","2","396779",2003
"1537","2267","2","474148",2003
"1537","2269","2","284987",2003
"1537","2270","2","274340",2003
"1537","2271","2","134509",2003
"1537","2272","2","395715",2003
"1537","2274","2","391810",2003
"1537","2275","2","256595",2003
"1537","2276","2","400328",2003
"1537","2277","2","479471",2003
"1537","2281","2","135573",2003
"1537","2282","2","407426",2003
"1537","2283","2","405000",2003
"1537","2283","2","261917",2003
"1537","2284","2","403522",2003
"1537","2285","2","258368",2003
"1537","2286","2","403877",2003
"1537","2288","2","484795",2003
"1537","2289","2","164321",2003
"1537","2290","2","290665",2003
"1537","2291","2","278598",2003
"1537","2293","2","410975",2003
"1537","2295","2","407071",2003
"1537","2296","2","260144",2003
"1537","2298","4","19266",2003
"1537","2299","2","490118",2003
"1537","2301","2","293503",2003
"1537","2303","2","138411",2003
"1537","2304","2","414524",2003
"1537","2307","2","262982",2003
"1537","2308","2","410975",2003
"1537","2310","2","490118",2003
"1537","2312","2","289245",2003
"1537","2313","2","277178",2003
"1537","2314","2","139831",2003
"1537","2316","2","269371",2003
"1537","2316","2","269371",2003
"1537","2318","2","265822",2003
"1537","2319","2","409202",2003
"1537","2322","2","169288",2003
"1537","2324","2","280371",2003
"1537","2325","2","141251",2003
"1537","2328","2","417718",2003
"1537","2329","2","350000",2003
"1537","2329","2","268660",2003
"1537","2332","2","506427",2003
"1537","2336","2","142671",2003
"1537","2337","2","620000",2003
"1537","2337","2","418782",2003
"1537","2338","2","415000",2003
"1537","2338","2","275049",2003
"1537","2341","2","419849",2003
"1537","2343","2","513555",2003
"1537","2344","2","172837",2003
"1537","2348","2","0",2003
"1537","2348","2","423042",2003
"1537","2349","2","277889",2003
"1537","2350","2","419138",2003
"1537","2351","2","274340",2003
"1537","2352","2","425171",2003
"1537","2353","4","19076",2003
"1537","2354","2","520683",2003
"1537","2355","2","174612",2003
"1537","2356","2","302732",2003
"1537","2359","2","427300",2003
"1537","2360","2","280727",2003
"1537","2361","2","423398",2003
"1537","2362","2","277178",2003
"1537","2363","2","430496",2003
"1537","2365","2","531374",2003
"1537","2366","2","177097",2003
"1537","2368","2","293149",2003
"1537","2371","2","283567",2003
"1537","2374","2","435818",2003
"1537","2376","2","542066",2003
"1537","2377","2","179581",2003
"1537","2378","2","309830",2003
"1537","2379","2","296343",2003
"1537","2380","2","151189",2003
"1537","2381","2","435818",2003
"1537","2382","2","287825",2003
"1537","2383","2","600000",2003
"1537","2383","2","431914",2003
"1537","2388","2","182066",2003
"1537","2392","2","440076",2003
"1537","2393","2","292085",2003
"1537","2394","2","436174",2003
"1537","2395","2","289954",2003
"1537","2397","2","563449",2003
"1537","2398","2","184548",2003
"1537","2399","2","316928",2003
"1537","2401","2","230000",2003
"1537","2401","2","155447",2003
"1537","2403","2","296343",2003
"1537","2405","2","294214",2003
"1537","2406","2","454983",2003
"1537","2407","2","574141",2003
"1537","2408","2","187033",2003
"1537","2410","2","305925",2003
"1537","2411","2","157577",2003
"1537","2413","2","300600",2003
"1537","2414","2","446821",2003
"1537","2415","2","298472",2003
"1537","2416","2","461370",2003
"1537","2417","2","456048",2003
"1537","2418","2","415000",2003
"1537","2418","2","304861",2003
"1537","2420","2","461370",2003
"1537","2421","2","309119",2003
"1537","2422","2","614500",2003
"1537","2422","2","457468",2003
"1537","2423","2","466495",2003
"1537","2424","2","313379",2003
"1537","2425","2","464790",2003
"1537","2426","2","472017",2003
"1537","2427","2","317637",2003
"1537","2428","2","468115",2003
"1537","2430","2","321895",2003
"1537","2431","2","473437",2003
"1539","1010","2","590000",2003
"1539","1013","2","579000",2003
"1539","1015","2","490000",2003
"1539","1023","2","0",2003
"1539","1026","2","0",2003
"1539","1050","2","445000",2003
"1539","1053","2","449000",2003
"1539","1075","2","0",2003
"1539","1084","2","0",2003
"1539","1087","2","580000",2003
"1539","1087","2","0",2003
"1539","1110","2","847500",2003
"1539","1116","2","845000",2003
"1539","1143","2","0",2003
"1539","1150","2","775000",2003
"1539","1151","2","0",2003
"1539","1158","2","785000",2003
"1539","1178","2","465000",2003
"1539","1196","2","0",2003
"1539","1196","2","0",2003
"1539","1209","2","960000",2003
"1539","1217","2","870000",2003
"1539","1255","2","580000",2003
"1539","1257","2","585000",2003
"1539","1292","2","1250000",2003
"1542","1010","2","600000",2003
"1542","1012","2","375000",2003
"1542","1016","2","0",2003
"1542","1029","2","345000",2003
"1542","1079","2","645000",2003
"1542","1080","2","257800",2003
"1542","1131","2","410000",2003
"1542","1145","2","350000",2003
"1542","1188","2","445000",2003
"1542","1199","2","790000",2003
"1542","1205","2","420000",2003
"1542","1210","2","380000",2003
"1542","1229","2","415000",2003
"1542","1257","2","45630",2003
"1542","1279","2","735000",2003
"1542","1300","2","435000",2003
"1542","1334","2","665000",2003
"1542","1343","2","747500",2003
"1542","1344","2","430500",2003
"1542","1353","2","430000",2003
"1542","1357","2","831000",2003
"1542","1361","2","425000",2003
"1542","1366","2","120000",2003
"1542","1367","2","0",2003
"1542","1377","2","419000",2003
"1542","1419","2","745000",2003
"1542","1426","2","710000",2003
"1542","1451","2","715000",2003
"1542","1462","2","465000",2003
"1542","1506","2","49335",2003
"1542","1523","2","465000",2003
"1542","1536","2","826000",2003
"1542","1537","2","298000",2003
"1543","1017","2","365000",2003
"1543","1022","2","285000",2003
"1543","1035","2","360000",2003
"1543","1076","2","0",2003
"1543","1084","2","799000",2003
"1543","1121","2","410000",2003
"1543","1130","2","1140000",2003
"1543","1142","2","1125000",2003
"1543","1149","2","375000",2003
"1543","1172","2","1125000",2003
"1543","1191","2","455000",2003
"1543","1201","2","0",2003
"1543","1234","2","400000",2003
"1543","1256","2","460000",2003
"1543","1302","2","416000",2003
"1543","1313","2","355000",2003
"1550","1020","2","420810",2003
"1550","1035","2","1475000",2003
"1550","1056","2","433000",2003
"1550","1059","2","1450000",2003
"1550","1076","2","625000",2003
"1550","1082","2","920000",2003
"1550","1083","2","0",2003
"1550","1083","2","0",2003
"1550","1087","2","925000",2003
"1550","1098","2","946000",2003
"1550","1104","2","699000",2003
"1550","1106","2","960000",2003
"1550","1109","2","800000",2003
"1550","1110","2","960000",2003
"1550","1111","2","630000",2003
"1550","1113","2","0",2003
"1550","1118","2","980000",2003
"1550","1126","2","902000",2003
"1550","1130","2","990000",2003
"1550","1133","2","990000",2003
"1550","1134","2","1775000",2003
"1550","1141","2","0",2003
"1550","1142","2","0",2003
"1550","1144","2","1025000",2003
"1550","1157","2","2350000",2003
"1550","1162","2","2000000",2003
"1552","1002","2","445000",2003
"1552","1106","2","403000",2003
"1552","1116","2","0",2003
"1552","1127","2","385000",2003
"1554","1022","2","400000",2003
"1554","1040","2","0",2003
"1554","1040","2","0",2003
"1554","1065","2","334540",2003
"1554","1065","2","0",2003
"1554","1078","2","0",2003
"1554","1110","2","510000",2003
"1554","1114","2","1055925",2003
"1554","1122","2","926608",2003
"1554","1131","2","680000",2003
"1554","1133","2","1120075",2003
"1554","1136","2","1094619",2003
"1554","1139","2","1210950",2003
"1555","1125","2","430000",2003
"1555","1137","2","0",2003
"1555","1197","2","240000",2003
"1555","1199","2","217500",2003
"1555","1200","2","238000",2003
"1555","1201","2","236000",2003
"1555","1203","2","200000",2003
"1555","1203","2","364174",2003
"1555","1204","2","240000",2003
"1555","1213","2","0",2003
"1555","1221","2","0",2003
"1555","1229","2","635000",2003
"1555","1235","2","200000",2003
"1555","1236","2","265000",2003
"1555","1238","2","293000",2003
"1555","1238","2","0",2003
"1555","1238","2","250000",2003
"1555","1266","2","430000",2003
"1555","1267","2","430000",2003
"1555","1268","2","425000",2003
"1555","1273","2","0",2003
"1555","1276","2","405000",2003
"1555","1278","2","405000",2003
"1555","1284","2","369000",2003
"1555","1285","2","395000",2003
"1555","1294","2","0",2003
"1555","1296","2","399000",2003
"1555","1300","2","300000",2003
"1555","1310","2","355000",2003
"1555","1315","2","0",2003
"1557","1005","2","378000",2003
"1557","1010","2","399000",2003
"1557","1013","2","405000",2003
"1557","1019","2","425000",2003
"1564","1117","2","590000",2003
"1564","1136","2","1195000",2003
"1564","1155","2","675000",2003
"1564","1156","2","795000",2003
"1564","1161","2","715000",2003
"1564","1171","2","825000",2003
"1565","1001","2","377625",2003
"1565","1006","2","161120",2003
"1565","1009","2","200000",2003
"1565","1018","2","702500",2003
"1565","1021","2","685000",2003
"1565","1027","2","555000",2003
"1566","1021","2","1100000",2003
"1566","1036","2","775000",2003
"1566","1055","2","1210000",2003
"1566","1071","2","430000",2003
"1566","1080","2","520000",2003
"1566","1105","2","240000",2003
"1566","1124","2","415000",2003
"1566","1147","2","260000",2003
"1569","1001","2","420000",2003
"1569","1004","2","420000",2003
"1569","1009","2","420000",2003
"1569","1013","2","535000",2003
"1569","1021","2","742500",2003
"1569","1039","2","415000",2003
"1569","1046","2","440000",2003
"1576","1004","2","572500",2003
"1576","1014","2","476000",2003
"1576","1026","2","925000",2003
"1576","1030","2","0",2003
"1576","1063","2","435000",2003
"1576","1073","2","457500",2003
"1577","1004","2","200000",2003
"1577","1015","2","0",2003
"1577","1018","2","0",2003
"1577","1024","2","235000",2003
"1577","1025","2","0",2003
"1577","1037","2","290000",2003
"1577","1040","2","1829000",2003
"1577","1043","2","0",2003
"1577","1046","2","0",2003
"1577","1048","2","250000",2003
"1577","1049","2","0",2003
"1577","1055","2","200000",2003
"1577","1056","2","216000",2003
"1577","1057","2","231000",2003
"1577","1059","2","0",2003
"1577","1060","2","230000",2003
"1577","1062","2","0",2003
"1577","1065","2","1829000",2003
"1577","1067","2","395000",2003
"1577","1070","2","0",2003
"1577","1074","2","0",2003
"1577","1080","2","0",2003
"1577","1081","2","0",2003
"1577","1082","2","235000",2003
"1577","1086","2","0",2003
"1577","1088","2","0",2003
"1577","1109","2","238000",2003
"1577","1110","2","0",2003
"1577","1112","2","238290",2003
"1577","1113","2","0",2003
"1577","1114","2","0",2003
"1577","1115","2","230000",2003
"1577","1117","2","235000",2003
"1577","1126","2","0",2003
"1577","1127","2","0",2003
"1577","1130","2","1829000",2003
"1577","1143","2","191000",2003
"1577","1154","2","0",2003
"1577","1157","2","0",2003
"1577","1163","2","0",2003
"1577","1201","2","1495000",2003
"1577","1220","2","100000",2003
"1577","1228","2","1250000",2003
"1577","1252","2","1445000",2003
"1577","1307","2","427000",2003
"1578","1041","2","0",2003
"1578","1042","2","0",2003
"1578","1044","2","485000",2003
"1578","1044","2","485000",2003
"1578","1048","2","0",2003
"1578","1050","2","1750000",2003
"1578","1082","2","2377625",2003
"1580","1014","2","1500000",2003
"1580","1018","2","1475000",2003
"1580","1024","2","1995000",2003
"1580","1027","2","2275000",2003
"1580","1029","2","3500000",2003
"1504","55","2B","0",2003
"1522","57","2B","0",2003
"1526","26","2A","0",2003
"1526","126","2B","0",2003
"1528","22","2B","0",2003
"1545","25","2A","0",2003
"1548","146","2A","975000",2003
"1577","49","2B","0",2003
"1579","1","2B","0",2003
"1564","1002","2C","800000",2003
"1493","1207","2","505000",2003
"1493","1207","2","375000",2003
"1495","1002","2","600000",2003
"1501","1005","2","2005223",2003
"1501","1005","2","1299026",2003
"1501","1005","2","2472694",2003
"1501","1005","2","999689",2003
"1501","1005","2","1129750",2003
"1501","1005","2","1128284",2003
"1501","1005","2","675648",2003
"1501","1005","2","985779",2003
"1501","1005","2","1469961",2003
"1501","1005","2","3780330",2003
"1501","1005","2","1800000",2003
"1501","1005","2","1436653",2003
"1501","1005","2","3074206",2003
"1501","1005","2","1323347",2003
"1501","1005","2","2850000",2003
"1501","1005","2","2231821",2003
"1501","1005","2","910000",2003
"1501","1005","2","1288415",2003
"1501","1005","2","1892761",2003
"1501","1005","2","1019322",2003
"1501","1005","2","0",2003
"1501","1005","2","1428904",2003
"1501","1005","2","2000000",2003
"1501","1005","2","2300000",2003
"1511","1002","2","1108676",2003
"1548","1002","2","300000",2003
"1548","1002","2","310000",2003
"1500","57","4","0",2003
"1515","20","4","0",2003
"1515","20","4","0",2003
"1542","23","4","4250000",2003
"1542","53","4","0",2003
"1542","53","4","0",2003
"1557","30","4","0",2003
"1507","1002","4","0",2003
"1514","1002","4","2000000",2003
"1514","1002","4","0",2003
"1515","1133","4","8000",2003
"1515","1196","4","8000",2003
"1515","1807","4","10042",2003
"1515","1810","4","10042",2003
"1515","1819","4","10000",2003
"1515","1820","4","1250000",2003
"1515","1840","4","10000",2003
"1521","12","1","2510040",2003
"1540","45","4","23000",2003
"1571","49","2","0",2003
"1525","5","4","0",2003
"1507","5",NA,"15000000",2003
"1507","7",NA,"15000000",2003
"1511","61","4","0",2003
"1504","65","1","8250000",2003
"1602","38","2","0",2003
"1602","40","2","0",2003
"1602","42","2","0",2003
"1602","46","2","0",2003
"1603","29","2","0",2003
"1603","31","2","0",2003
"1603","33","2","0",2003
"1603","34","2","0",2003
"1603","35","2","0",2003
"1603","50","2","0",2003
"1603","51","2B","0",2003
"1603","52","2B","0",2003
"1603","53","2B","0",2003
"1602","25","2","0",2003
"1602","27","2","0",2003
"1602","50","2","0",2003
"1603","20","2","0",2003
"1607","3","2","0",2003
"1607","69","2","0",2003
"1614","69","2","11900000",2003
"1602","1","2","1450000",2003
"1602","9","2","1150000",2003
"1602","9","2","1058680",2003
"1602","9","2","315000",2003
"1602","9","2","705000",2003
