,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG,LAT,LONG,YEAR,MONTH
533,1,HARLEM-EAST,09 COOPS - WALKUP APARTMENTS               ,2C,1638,37, ,C6,2012-2014 THIRD AVENUE, ,10029,6,2,8,4154,10608,1900,2,C6,0,4/17/17,2012-2014 THIRD AVENUE,"2012-2014 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,4
534,1,HARLEM-EAST,09 COOPS - WALKUP APARTMENTS               ,2C,1638,37, ,C6,2012-2014 THIRD AVENUE, ,10029,0,0,0,0,0,1900,2,C6,0,4/17/17,2012-2014 THIRD AVENUE,"2012-2014 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,4
535,1,HARLEM-EAST,09 COOPS - WALKUP APARTMENTS               ,2C,1638,39, ,C6,2018 THIRD AVENUE, ,10029,3,2,5,2200,6669,1900,2,C6,0,4/17/17,2018 THIRD AVENUE,"2018 THIRD AVENUE New York, NY 10029","(40.791884,-73.943517)",40.791884,-73.943517,2017,4
561,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1677,1226, ,R4,319 EAST 105 STREET,5B,10029,1,0,1,0,0,0,2,R4,0,9/15/17,319 EAST 105 STREET,"319 EAST 105 STREET New York, NY 10029","(40.789618,-73.941888)",40.789618,-73.941888,2017,9
570,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1681,1208, ,R4,333 EAST 109 STREET,3A,10029,1,0,1,0,0,2007,2,R4,0,9/29/17,333 EAST 109 STREET,"333 EAST 109 STREET New York, NY 10029","(40.791981,-73.939401)",40.791981,-73.939401,2017,9
577,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1683,1112, ,R4,317 EAST 111 STREET,4B,10029,1,0,1,0,0,2008,2,R4,0,11/17/17,317 EAST 111 STREET,"317 EAST 111 STREET New York, NY 10029","(40.793471,-73.939029)",40.793471,-73.939029,2017,11
579,1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2A,1680,49, ,S9,2118 2 AVENUE, ,10029,2,2,4,1122,4988,1920,2,S9,0,4/5/17,2118 2 AVENUE,"2118 2 AVENUE New York, NY 10029","(40.59069649,-73.94842914)",40.59069649,-73.94842914,2017,4
597,1,HARLEM-EAST,21 OFFICE BUILDINGS                        ,4,1655,35, ,O2,226-230 EAST 106TH STREET, ,10029,0,3,3,7586,10338,1950,4,O2,0,6/23/17,226-230 EAST 106TH STREET,"226-230 EAST 106TH STREET New York, NY 10029","(40.79112407,-73.943846)",40.79112407,-73.943846,2017,6
598,1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1677,47, ,K1,306 EAST 106 STREET, ,10029,0,1,1,2523,2500,1950,4,K1,0,9/14/17,306 EAST 106 STREET,"306 EAST 106 STREET New York, NY 10029","(40.790244,-73.941937)",40.790244,-73.941937,2017,9
599,1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1677,52, ,K9,2056 2 AVENUE, ,10029,6,2,8,7394,5850,1910,4,K9,0,9/18/17,2056 2 AVENUE,"2056 2 AVENUE New York, NY 10029","(40.600834,-74.145898)",40.600834,-74.145898,2017,9
606,1,HARLEM-EAST,36 OUTDOOR RECREATIONAL FACILITIES         ,4,1631,1, ,Q1,101 EAST 103 STREET, ,10029,0,0,0,2176,0,0,4,Q1,0,8/4/17,101 EAST 103 STREET,"101 EAST 103 STREET New York, NY 10029","(40.791149,-73.949303)",40.791149,-73.949303,2017,8
608,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1388,48, ,A4,32 EAST 74TH   STREET, ,10021,1,0,1,2043,4895,1901,1,A4,0,5/16/17,32 EAST 74TH   STREET,"32 EAST 74TH   STREET New York, NY 10021","(40.7727566,-73.9640972999999)",40.7727566,-73.9640973,2017,5
609,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1389,29, ,A4,45 EAST 74TH STREET,4,10021,1,0,1,1992,6822,1910,1,A4,0,11/30/17,45 EAST 74TH STREET,"45 EAST 74TH STREET New York, NY 10021","(40.77286,-73.963596)",40.77286,-73.963596,2017,11
615,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1399,141, ,A4,154 EAST 65TH, ,10065,1,0,1,1607,3200,1899,1,A4,0,11/24/17,154 EAST 65TH,"154 EAST 65TH New York, NY 10065","(40.765444,-73.96446)",40.765444,-73.96446,2017,11
619,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1405,23, ,A4,155 E 70 STREET, ,10021,1,0,1,1820,5034,1920,1,A4,0,3/30/17,155 E 70 STREET,"155 E 70 STREET New York, NY 10021","(40.7690787,-73.9626507999999)",40.7690787,-73.9626508,2017,3
621,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1413,30, ,A4,175 EAST 78TH   STREET, ,10075,1,0,1,1890,2960,1899,1,A4,0,7/15/17,175 EAST 78TH   STREET,"175 EAST 78TH   STREET New York, NY 10075","(40.773968,-73.958364)",40.773968,-73.958364,2017,7
626,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1437,118, ,A4,347 EAST 62ND STREET, ,10065,1,0,1,1707,2748,1910,1,A4,0,9/1/17,347 EAST 62ND STREET,"347 EAST 62ND STREET New York, NY 10065","(40.7619581,-73.96130375)",40.7619581,-73.96130375,2017,9
629,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1390,111, ,B3,13 EAST 75TH   STREET, ,10021,2,0,2,1737,6763,1899,1,B3,0,12/20/17,13 EAST 75TH   STREET,"13 EAST 75TH   STREET New York, NY 10021","(40.774069,-73.96451)",40.774069,-73.96451,2017,12
630,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1398,66, ,B3,118 EAST 64TH STREET, ,10065,2,0,2,1255,3012,1899,1,B3,0,12/20/17,118 EAST 64TH STREET,"118 EAST 64TH STREET New York, NY 10065","(40.7655861,-73.9668523)",40.7655861,-73.9668523,2017,12
634,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1408,146, ,B1,162 EAST 74 STREET, ,10021,2,0,2,1916,4500,1910,1,B1,0,3/2/17,162 EAST 74 STREET,"162 EAST 74 STREET New York, NY 10021","(40.771351,-73.960636)",40.771351,-73.960636,2017,3
635,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1416,136, ,B3,226 EAST 62ND STREET, ,10065,2,0,2,1900,3360,1905,1,B3,0,7/20/17,226 EAST 62ND STREET,"226 EAST 62ND STREET New York, NY 10065","(40.7628733,-73.9641785)",40.7628733,-73.9641785,2017,7
638,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1432,43, ,B3,210 EAST 78TH   STREET, ,10075,2,0,2,1362,2600,1899,1,B3,0,12/19/17,210 EAST 78TH   STREET,"210 EAST 78TH   STREET New York, NY 10075","(40.77325,-73.957255)",40.77325,-73.957255,2017,12
639,1,UPPER EAST SIDE (59-79),03 THREE FAMILY DWELLINGS                  ,1,1380,45, ,C0,54 EAST 66TH STREET, ,10065,3,0,3,2008,4940,1905,1,C0,0,6/23/17,54 EAST 66TH STREET,"54 EAST 66TH STREET New York, NY 10065","(40.767504,-73.967587)",40.767504,-73.967587,2017,6
640,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1390,10, ,C5,9 EAST 75TH   STREET, ,10021,18,1,19,2554,13176,1952,2,C5,0,12/20/17,9 EAST 75TH   STREET,"9 EAST 75TH   STREET New York, NY 10021","(40.774114,-73.964654)",40.774114,-73.964654,2017,12
641,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1390,10, ,C5,9 EAST 75TH   STREET, ,10021,18,1,19,2554,13176,1952,2,C5,0,12/18/17,9 EAST 75TH   STREET,"9 EAST 75TH   STREET New York, NY 10021","(40.774114,-73.964654)",40.774114,-73.964654,2017,12
642,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1390,11, ,C5,11 EAST 75TH   STREET, ,10021,10,0,10,2145,9495,1910,2,C5,0,12/20/17,11 EAST 75TH   STREET,"11 EAST 75TH   STREET New York, NY 10021","(40.774083,-73.964581)",40.774083,-73.964581,2017,12
644,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1416,1, ,C7,1031 3 AVENUE, ,10065,7,3,10,1831,10930,1910,2,C7,0,10/30/17,1031 3 AVENUE,"1031 3 AVENUE New York, NY 10065","(40.7627992,-73.9653855999999)",40.7627992,-73.9653856,2017,10
648,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1443,51, ,C7,1306 SECOND AVENUE, ,10065,12,2,14,2138,7892,1910,2,C7,0,9/14/17,1306 SECOND AVENUE,"1306 SECOND AVENUE New York, NY 10065","(40.7665469,-73.9597005999999)",40.7665469,-73.9597006,2017,9
650,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1449,10, ,C1,317 EAST 74TH STREET, ,10021,17,0,17,2554,9145,1910,2,C1,0,5/23/17,317 EAST 74TH STREET,"317 EAST 74TH STREET New York, NY 10021","(40.7699284,-73.9563484999999)",40.7699284,-73.9563485,2017,5
653,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1452,48, ,C4,306 EAST 78TH   STREET, ,10075,15,0,15,2605,7952,1910,2,C4,0,7/7/17,306 EAST 78TH   STREET,"306 EAST 78TH   STREET New York, NY 10075","(40.7722799,-73.95515409)",40.7722799,-73.95515409,2017,7
654,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1460,16, ,C1,429 EAST 65TH STREET, ,10065,30,0,30,3774,15600,1920,2,C1,0,7/1/17,429 EAST 65TH STREET,"429 EAST 65TH STREET New York, NY 10065","(40.762863,-73.95782)",40.762863,-73.95782,2017,7
655,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1460,31, ,C4,438 EAST 66TH   STREET, ,10065,10,0,10,2694,8910,1910,2,C4,0,12/13/17,438 EAST 66TH   STREET,"438 EAST 66TH   STREET New York, NY 10065","(40.763183,-73.95711)",40.763183,-73.95711,2017,12
657,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1467,33, ,C7,426 EAST 73RD   STREET, ,10021,18,2,20,2554,10095,1910,2,C7,0,12/15/17,426 EAST 73RD   STREET,"426 EAST 73RD   STREET New York, NY 10021","(40.767803,-73.954141)",40.767803,-73.954141,2017,12
658,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1469,30, ,C7,440 EAST 75TH   STREET, ,10021,24,2,26,2554,12276,1910,2,C7,0,12/29/17,440 EAST 75TH   STREET,"440 EAST 75TH   STREET New York, NY 10021","(40.768972,-73.952973)",40.768972,-73.952973,2017,12
662,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1490,9, ,C1,503 EAST 78TH   STREET, ,10075,96,0,96,11443,47574,1920,2,C1,0,5/24/17,503 EAST 78TH   STREET,"503 EAST 78TH   STREET New York, NY 10075","(40.770546,-73.950296)",40.770546,-73.950296,2017,5
663,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1490,10, ,C1,511 EAST 78TH   STREET, ,10075,87,0,87,10855,44364,1911,2,C1,0,5/24/17,511 EAST 78TH   STREET,"511 EAST 78TH   STREET New York, NY 10075","(40.770401,-73.949958)",40.770401,-73.949958,2017,5
664,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1490,15, ,C1,519 EAST 78TH   STREET, ,10075,100,0,100,10855,44764,1911,2,C1,0,5/24/17,519 EAST 78TH   STREET,"519 EAST 78TH   STREET New York, NY 10075","(40.770257,-73.949616)",40.770257,-73.949616,2017,5
665,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1490,19, ,C1,527 EAST 78TH   STREET, ,10075,102,0,102,10855,44364,1911,2,C1,0,5/24/17,527 EAST 78TH   STREET,"527 EAST 78TH   STREET New York, NY 10075","(40.770116,-73.949282)",40.770116,-73.949282,2017,5
